t / s;&j / arb.u;&w / 1/s;t / s;M / arb.u
381,68;0,01;0;381,68;-3,071
381,73;0,01;0;381,73;-3,071
381,78;0,01;0;381,78;-3,071
381,83;0,01;0;381,83;-3,071
381,88;0,01;0;381,88;-3,071
381,93;0,01;0;381,93;-3,071
381,98;0,01;0;381,98;-3,071
382,03;0,01;0;382,03;-3,071
382,08;0,01;0;382,08;-3,071
382,13;0,01;0;382,13;-3,071
382,18;0,01;0;382,18;-3,071
382,23;0,01;0;382,23;-3,071
382,28;0,01;0;382,28;-3,071
382,33;0,01;0;382,33;-3,071
382,38;0,01;0;382,38;-3,071
382,43;0,01;0;382,43;-3,071
382,48;0,01;0;382,48;-3,071
382,53;0,01;0;382,53;-3,071
382,58;0,01;0;382,58;-3,071
382,63;0,01;0;382,63;-3,071
382,68;0,01;0;382,68;-3,071
382,73;0,01;0;382,73;-3,071
382,78;0,01;0;382,78;-3,071
382,83;0,01;0;382,83;-3,071
382,88;0,01;0;382,88;-3,071
382,93;0,01;0;382,93;-3,071
382,98;0,01;0;382,98;-3,071
383,03;0,01;0;383,03;-3,071
383,08;0,01;0;383,08;-3,071
383,13;0,01;0;383,13;-3,071
383,18;0,01;0;383,18;-3,071
383,23;0,01;0;383,23;-3,071
383,28;0,01;0;383,28;-3,071
383,33;0,01;0;383,33;-3,071
383,38;0,01;0;383,38;-3,071
383,43;0,01;0;383,43;-3,071
383,48;0,01;0;383,48;-3,071
383,53;0,01;0;383,53;-3,071
383,58;0,01;0;383,58;-3,071
383,63;0,01;0;383,63;-3,071
383,68;0,01;0;383,68;-3,071
383,73;0,01;0;383,73;-3,071
383,78;0,01;0;383,78;-3,071
383,83;0,01;0;383,83;-3,071
383,88;0,01;0;383,88;-3,071
383,93;0,01;0;383,93;-3,071
383,98;0,01;0;383,98;-3,071
384,03;0,01;0;384,03;-3,071
384,08;0,01;0;384,08;-3,071
384,13;0,01;0;384,13;-3,071
384,18;0,01;0;384,18;-3,071
384,23;0,01;0;384,23;-3,071
384,28;0,01;0;384,28;-3,071
384,33;0,01;0;384,33;-3,071
384,38;0,01;0;384,38;-3,071
384,43;0,01;0;384,43;-3,071
384,48;0,01;0;384,48;-3,071
384,53;0,01;0;384,53;-3,071
384,58;0,01;0;384,58;-3,071
384,63;0,01;0;384,63;-3,071
384,68;0,01;0;384,68;-3,071
384,73;0,01;-0,1;384,73;-3,071
384,78;0,01;0;384,78;-3,071
384,83;0,01;0;384,83;-3,071
384,88;0,01;0;384,88;-3,071
384,93;0,01;0;384,93;-3,071
384,98;0,01;0;384,98;-3,071
385,03;0,01;0;385,03;-3,071
385,08;0,01;0;385,08;-3,071
385,13;0,01;0;385,13;-3,071
385,18;0,01;0;385,18;-3,071
385,23;0,01;0;385,23;-3,071
385,28;0,01;0;385,28;-3,071
385,33;0,01;0;385,33;-3,071
385,38;0,01;0;385,38;-3,071
385,43;0,01;0;385,43;-3,071
385,48;0,01;0;385,48;-3,071
385,53;0,01;0;385,53;-3,071
385,58;0,01;0;385,58;-3,071
385,63;0,01;0;385,63;-3,071
385,68;0,01;0;385,68;-3,071
385,73;0,01;0;385,73;-3,071
385,78;0,01;0;385,78;-3,071
385,83;0,01;0;385,83;-3,071
385,88;0,01;0;385,88;-3,071
385,93;0,01;0;385,93;-3,071
385,98;0,01;0;385,98;-3,071
386,03;0,01;0;386,03;-3,071
386,08;0,01;0;386,08;-3,071
386,13;0,01;0;386,13;-3,071
386,18;0,01;0;386,18;-3,071
386,23;0,01;0;386,23;-3,071
386,28;0,01;0;386,28;-3,071
386,33;0,01;0;386,33;-3,071
386,38;0,01;0;386,38;-3,071
386,43;0,01;0;386,43;-3,071
386,48;0,01;0;386,48;-3,071
386,53;0,01;0;386,53;-3,071
386,58;0,01;0;386,58;-3,071
386,63;0,01;0;386,63;-3,071
386,68;0,01;0;386,68;-3,071
386,73;0,01;0;386,73;-3,071
386,78;0,01;0;386,78;-3,071
386,83;0,01;0;386,83;-3,071
386,88;0,01;0;386,88;-3,071
386,93;0,01;0;386,93;-3,071
386,98;0,01;0;386,98;-3,071
387,03;0,01;0;387,03;-3,071
387,08;0,01;0;387,08;-3,071
387,13;0,01;0;387,13;-3,071
387,18;0,01;0;387,18;-3,071
387,23;0,01;0;387,23;-3,071
387,28;0,01;0;387,28;-3,071
387,33;0,01;0;387,33;-3,071
387,38;0,01;0;387,38;-3,071
387,43;0,01;0;387,43;-3,071
387,48;0,01;0;387,48;-3,071
387,53;0,01;0;387,53;-3,071
387,58;0,01;0;387,58;-3,071
387,63;0,01;0;387,63;-3,071
387,68;0,01;0;387,68;-3,071
387,73;0,01;0;387,73;-3,071
387,78;0,01;0;387,78;-3,071
387,83;0,01;-0,1;387,83;-3,071
387,88;0;-0,4;387,88;-3,071
387,93;-0,03;-0,8;387,93;-3,071
387,98;-0,08;-1;387,98;-3,071
388,03;-0,14;-1,3;388,03;-3,071
388,08;-0,21;-1,7;388,08;-3,071
388,13;-0,3;-2;388,13;-3,071
388,18;-0,41;-2,3;388,18;-3,071
388,23;-0,53;-2,5;388,23;-3,071
388,28;-0,66;-2,6;388,28;-3,071
388,33;-0,79;-2,5;388,33;-3,071
388,38;-0,91;-2,4;388,38;-3,071
388,43;-1,02;-2,2;388,43;-3,071
388,48;-1,13;-2;388,48;-3,071
388,53;-1,22;-1,8;388,53;-3,071
388,58;-1,31;-1,6;388,58;-3,071
388,63;-1,38;-1,2;388,63;-3,071
388,68;-1,43;-0,6;388,68;-3,071
388,73;-1,44;0;388,73;-3,071
388,78;-1,44;0;388,78;-3,071
388,83;-1,44;-0,1;388,83;-3,071
388,88;-1,44;0;388,88;-3,071
388,93;-1,44;0;388,93;-3,071
388,98;-1,44;0;388,98;-3,071
389,03;-1,44;0;389,03;-3,071
389,08;-1,44;0;389,08;-3,071
389,13;-1,44;0;389,13;-3,071
389,18;-1,44;0;389,18;-3,071
389,23;-1,44;0;389,23;-3,071
389,28;-1,44;0;389,28;-3,071
389,33;-1,44;0;389,33;-3,071
389,38;-1,44;0;389,38;-3,071
389,43;-1,44;0;389,43;-3,071
389,48;-1,44;0;389,48;-3,071
389,53;-1,44;0;389,53;-3,071
389,58;-1,44;0;389,58;-3,071
389,63;-1,44;0;389,63;-3,071
389,68;-1,44;0;389,68;-3,071
389,73;-1,44;0;389,73;-3,071
389,78;-1,44;0,3;389,78;-3,071
389,83;-1,41;1;389,83;-3,071
389,88;-1,34;1,6;389,88;-3,071
389,93;-1,25;2,1;389,93;-3,071
389,98;-1,13;2,6;389,98;-3,071
390,03;-0,99;2,9;390,03;-3,071
390,08;-0,84;3,1;390,08;-3,071
390,13;-0,68;3,2;390,13;-3,071
390,18;-0,52;3,2;390,18;-3,071
390,23;-0,36;3,1;390,23;-3,071
390,28;-0,21;2,9;390,28;-3,071
390,33;-0,06;2,7;390,33;-3,071
390,38;0,06;2,4;390,38;-3,071
390,43;0,18;2,2;390,43;-3,071
390,48;0,28;1,9;390,48;-3,071
390,53;0,37;1,6;390,53;-3,071
390,58;0,44;1,3;390,58;-3,071
390,63;0,5;1;390,63;-3,071
390,68;0,54;0,7;390,68;-3,071
390,73;0,56;0,3;390,73;-3,071
390,78;0,57;0;390,78;-3,071
390,83;0,57;-0,2;390,83;-3,071
390,88;0,55;-0,5;390,88;-3,071
390,93;0,52;-0,8;390,93;-3,071
390,98;0,47;-0,9;390,98;-3,071
391,03;0,43;-1;391,03;-3,071
391,08;0,38;-1,1;391,08;-3,071
391,13;0,32;-1,1;391,13;-3,071
391,18;0,26;-1,1;391,18;-3,071
391,23;0,21;-1,2;391,23;-3,071
391,28;0,15;-1,1;391,28;-3,071
391,33;0,09;-1;391,33;-3,071
391,38;0,05;-0,9;391,38;-3,071
391,43;0;-0,9;391,43;-3,071
391,48;-0,05;-0,8;391,48;-3,071
391,53;-0,08;-0,7;391,53;-3,071
391,58;-0,11;-0,6;391,58;-3,071
391,63;-0,14;-0,4;391,63;-3,071
391,68;-0,16;-0,3;391,68;-3,071
391,73;-0,17;-0,2;391,73;-3,071
391,78;-0,18;-0,1;391,78;-3,071
391,83;-0,18;0;391,83;-3,071
391,88;-0,18;0;391,88;-3,071
391,93;-0,17;0,2;391,93;-3,071
391,98;-0,16;0,3;391,98;-3,071
392,03;-0,15;0,3;392,03;-3,071
392,08;-0,14;0,3;392,08;-3,071
392,13;-0,12;0,4;392,13;-3,071
392,18;-0,1;0,4;392,18;-3,071
392,23;-0,08;0,4;392,23;-3,071
392,28;-0,06;0,4;392,28;-3,071
392,33;-0,04;0,4;392,33;-3,071
392,38;-0,02;0,4;392,38;-3,071
392,43;0;0,3;392,43;-3,071
392,48;0,01;0,3;392,48;-3,071
392,53;0,03;0,3;392,53;-3,071
392,58;0,04;0,2;392,58;-3,071
392,63;0,05;0,2;392,63;-3,071
392,68;0,06;0,1;392,68;-3,071
392,73;0,07;0,1;392,73;-3,071
392,78;0,07;0;392,78;-3,071
392,83;0,07;0,1;392,83;-3,071
392,88;0,07;0;392,88;-3,071
392,93;0,07;0;392,93;-3,071
392,98;0,07;0;392,98;-3,071
393,03;0,07;-0,1;393,03;-3,071
393,08;0,06;-0,1;393,08;-3,071
393,13;0,06;-0,1;393,13;-3,071
393,18;0,06;-0,1;393,18;-3,071
393,23;0,05;-0,1;393,23;-3,071
393,28;0,04;-0,1;393,28;-3,071
393,33;0,04;-0,1;393,33;-3,071
393,38;0,03;-0,1;393,38;-3,071
393,43;0,02;-0,1;393,43;-3,071
393,48;0,02;-0,1;393,48;-3,071
393,53;0,01;-0,1;393,53;-3,071
393,58;0,01;-0,1;393,58;-3,071
393,63;0,01;-0,1;393,63;-3,071
393,68;0;-0,1;393,68;-3,071
393,73;0;0;393,73;-3,071
393,78;0;0;393,78;-3,071
393,83;0;0;393,83;-3,071
393,88;-0,01;0;393,88;-3,071
393,93;0;0;393,93;-3,071
393,98;0;0;393,98;-3,071
394,03;-0,01;-0,1;394,03;-3,071
394,08;-0,01;0;394,08;-3,071
394,13;0;0;394,13;-3,071
394,18;-0,01;0;394,18;-3,071
394,23;0;0;394,23;-3,071
394,28;0;0;394,28;-3,071
394,33;0;0;394,33;-3,071
394,38;0;0;394,38;-3,071
394,43;0;0;394,43;-3,071
394,48;0;0;394,48;-3,071
394,53;0;0;394,53;-3,071
394,58;0,01;0;394,58;-3,071
394,63;0,01;0;394,63;-3,071
394,68;0,01;0;394,68;-3,071
394,73;0,01;0;394,73;-3,071
394,78;0,01;0;394,78;-3,071
394,83;0,01;0;394,83;-3,071
394,88;0,01;0;394,88;-3,071
394,93;0,01;0;394,93;-3,071
394,98;0,01;0;394,98;-3,071
395,03;0,01;0;395,03;-3,071
395,08;0,01;0;395,08;-3,071
395,13;0,01;0;395,13;-3,071
395,18;0,01;0;395,18;-3,071
395,23;0,01;0;395,23;-3,071
395,28;0,01;0;395,28;-3,071
395,33;0,01;0;395,33;-3,071
395,38;0,01;0;395,38;-3,071
395,43;0,01;0;395,43;-3,071
395,48;0,01;0;395,48;-3,071
395,53;0,01;0;395,53;-3,071
395,58;0,01;0;395,58;-3,071
395,63;0,01;0;395,63;-3,071
395,68;0,01;0;395,68;-3,071
395,73;0,01;0;395,73;-3,071
395,78;0,01;0;395,78;-3,071
395,83;0,01;0;395,83;-3,071
395,88;0,01;0;395,88;-3,071
395,93;0,01;0;395,93;-3,071
395,98;0,01;0;395,98;-3,071
396,03;0,02;0;396,03;-3,071
396,08;0,02;0;396,08;-3,071
396,13;0,01;0;396,13;-3,071
396,18;0,01;0;396,18;-3,071
396,23;0,01;0;396,23;-3,071
396,28;0,01;0;396,28;-3,071
396,33;0,01;0;396,33;-3,071
396,38;0,01;0;396,38;-3,071
396,43;0,01;0;396,43;-3,071
396,48;0,01;0;396,48;-3,071
396,53;0,01;0;396,53;-3,071
396,58;0,01;0;396,58;-3,071
396,63;0,01;0;396,63;-3,071
396,68;0,01;0;396,68;-3,071
396,73;0,01;0;396,73;-3,071
396,78;0,01;0;396,78;-3,071
396,83;0,01;0;396,83;-3,071
396,88;0,01;0;396,88;-3,071
396,93;0,01;0;396,93;-3,071
396,98;0,01;0;396,98;-3,071
397,03;0,01;0;397,03;-3,071
397,08;0,01;0;397,08;-3,071
397,13;0,01;0;397,13;-3,071
397,18;0,01;0;397,18;-3,071
397,23;0,01;0;397,23;-3,071
397,28;0,01;0;397,28;-3,071
397,33;0,01;0;397,33;-3,071
397,38;0,01;0;397,38;-3,071
397,43;0,01;0;397,43;-3,071
397,48;0,01;0;397,48;-3,071
397,53;0,01;0;397,53;-3,071
397,58;0,01;0;397,58;-3,071
397,63;0,01;0;397,63;-3,071
397,68;0,01;0;397,68;-3,071
397,73;0,01;0;397,73;-3,071
397,78;0,01;0;397,78;-3,071
397,83;0,01;0;397,83;-3,071
397,88;0,01;0;397,88;-3,071
397,93;0,01;0;397,93;-3,071
397,98;0,01;0;397,98;-3,071
398,03;0,01;0;398,03;-3,071
398,08;0,01;0;398,08;-3,071
398,13;0,01;0;398,13;-3,071
398,18;0,01;0;398,18;-3,071
398,23;0,01;0;398,23;-3,071
398,28;0,01;0;398,28;-3,071
398,33;0,01;0;398,33;-3,071
398,38;0,01;0;398,38;-3,071
398,43;0,01;0;398,43;-3,071
398,48;0,01;0;398,48;-3,071
398,53;0,01;0;398,53;-3,071
398,58;0,01;0;398,58;-3,071
398,63;0,01;0;398,63;-3,071
398,68;0,01;0;398,68;-3,071
398,73;0,01;0;398,73;-3,071
398,78;0,01;0;398,78;-3,071
398,83;0,01;0;398,83;-3,071
398,88;0,01;0;398,88;-3,071
398,93;0,01;0;398,93;-3,071
398,98;0,01;0;398,98;-3,071
399,03;0,01;0;399,03;-3,071
399,08;0,01;0;399,08;-3,071
399,13;0,01;0;399,13;-3,071
399,18;0,01;0;399,18;-3,071
399,23;0,01;0;399,23;-3,071
399,28;0,01;0;399,28;-3,071
399,33;0,01;0;399,33;-3,071
399,38;0,01;0;399,38;-3,071
399,43;0,01;0;399,43;-3,071
399,48;0,01;0;399,48;-3,071
399,53;0,01;0;399,53;-3,071
399,58;0,01;0;399,58;-3,071
399,63;0,01;0;399,63;-3,071
399,68;0,01;0;399,68;-3,071
399,73;0,01;0;399,73;-3,071
399,78;0,01;0;399,78;-3,071
399,83;0,01;0;399,83;-3,071
399,88;0,01;0;399,88;-3,071
399,93;0,01;0;399,93;-3,071
399,98;0,01;0;399,98;-3,071
400,03;0,01;0;400,03;-3,071
400,08;0,01;0;400,08;-3,071
400,13;0,01;0;400,13;-3,071
400,18;0,01;0;400,18;-3,071
400,23;0,01;0;400,23;-3,071
400,28;0,01;0;400,28;-3,071
400,33;0,01;0;400,33;-3,071
400,38;0,01;0;400,38;-3,071
400,43;0,01;0;400,43;-3,071
400,48;0,01;0;400,48;-3,071
400,53;0,01;0;400,53;-3,071
400,58;0,01;0;400,58;-3,071
400,63;0,01;0;400,63;-3,071
400,68;0,01;0;400,68;-3,071
400,73;0,01;0;400,73;-3,071
400,78;0,01;0;400,78;-3,071
400,83;0,01;0;400,83;-3,071
400,88;0,01;0;400,88;-3,071
400,93;0,01;0;400,93;-3,071
400,98;0,01;0;400,98;-3,071
401,03;0,01;0;401,03;-3,071
401,08;0,01;0;401,08;-3,071
401,13;0,01;0;401,13;-3,071
401,18;0,01;0;401,18;-3,071
401,23;0,01;0;401,23;-3,071
401,28;0,01;0;401,28;-3,071
401,33;0,01;0;401,33;-3,071
401,38;0,01;0;401,38;-3,071
401,43;0,02;0;401,43;-3,071
401,48;0,01;0;401,48;-3,071
401,53;0,01;0;401,53;-3,071
401,58;0,01;0;401,58;-3,071
401,63;0,01;0;401,63;-3,071
401,68;0,01;0;401,68;-3,071
401,73;0,01;0;401,73;-3,071
401,78;0,01;0;401,78;-3,071
401,83;0,01;0;401,83;-3,071
401,88;0,01;0;401,88;-3,071
401,93;0,01;0;401,93;-3,071
401,98;0,01;0;401,98;-3,071
402,03;0,01;0;402,03;-3,071
402,08;0,01;0;402,08;-3,071
402,13;0,01;0;402,13;-3,071
402,18;0,01;0;402,18;-3,071
402,23;0,01;0;402,23;-3,071
402,28;0,01;0;402,28;-3,071
402,33;0,01;0;402,33;-3,071
402,38;0,01;0;402,38;-3,071
402,43;0,01;0;402,43;-3,071
402,48;0,01;0;402,48;-3,071
402,53;0,01;0;402,53;-3,071
402,58;0,01;0;402,58;-3,071
402,63;0,01;0;402,63;-3,071
402,68;0,01;0;402,68;-3,071
402,73;0,01;0;402,73;-3,071
402,78;0,01;0;402,78;-3,071
402,83;0,01;0;402,83;-3,071
402,88;0,01;0;402,88;-3,071
402,93;0,01;0;402,93;-3,071
402,98;0,01;0;402,98;-3,071
403,03;0,01;0;403,03;-3,071
403,08;0,01;0;403,08;-3,071
403,13;0,02;0;403,13;-3,071
403,18;0,01;0;403,18;-3,071
403,23;0,01;0;403,23;-3,071
403,28;0,01;0;403,28;-3,071
403,33;0,01;0;403,33;-3,071
403,38;0,01;0;403,38;-3,071
403,43;0,01;0;403,43;-3,071
403,48;0,01;0;403,48;-3,071
403,53;0,01;0;403,53;-3,071
403,58;0,01;0;403,58;-3,071
403,63;0,01;0,1;403,63;-3,071
403,68;0,02;0,1;403,68;-3,071
403,73;0,02;0;403,73;-3,071
403,78;0,01;-0,1;403,78;-3,071
403,83;0,01;0;403,83;-3,071
403,88;0,01;0;403,88;-3,071
403,93;0,01;0;403,93;-3,071
403,98;0,01;0;403,98;-3,071
404,03;0,01;0;404,03;-3,071
404,08;0,01;0;404,08;-3,071
404,13;0,01;0;404,13;-3,071
404,18;0,01;-0,2;404,18;-3,071
404,23;0;-0,4;404,23;-3,071
404,28;-0,03;-0,7;404,28;-3,071
404,33;-0,07;-1;404,33;-3,071
404,38;-0,13;-1,4;404,38;-3,071
404,43;-0,21;-1,7;404,43;-3,071
404,48;-0,3;-1,9;404,48;-3,071
404,53;-0,4;-2,1;404,53;-3,071
404,58;-0,51;-2,2;404,58;-3,071
404,63;-0,62;-2,2;404,63;-3,071
404,68;-0,73;-2,2;404,68;-3,071
404,73;-0,84;-2,1;404,73;-3,071
404,78;-0,94;-1,9;404,78;-3,071
404,83;-1,03;-1,8;404,83;-3,071
404,88;-1,12;-1,5;404,88;-3,071
404,93;-1,19;-1,2;404,93;-3,071
404,98;-1,24;-1,1;404,98;-3,071
405,03;-1,29;-0,9;405,03;-3,071
405,08;-1,33;-0,7;405,08;-3,071
405,13;-1,36;-0,5;405,13;-3,071
405,18;-1,39;-0,4;405,18;-3,071
405,23;-1,4;-0,4;405,23;-3,071
405,28;-1,43;-0,4;405,28;-3,071
405,33;-1,44;-0,1;405,33;-3,071
405,38;-1,44;0;405,38;-3,071
405,43;-1,44;0;405,43;-3,071
405,48;-1,44;0;405,48;-3,071
405,53;-1,44;0;405,53;-3,071
405,58;-1,44;0;405,58;-3,071
405,63;-1,44;0;405,63;-3,071
405,68;-1,44;0;405,68;-3,071
405,73;-1,44;0;405,73;-3,071
405,78;-1,44;0;405,78;-3,071
405,83;-1,44;0;405,83;-3,071
405,88;-1,44;0;405,88;-3,071
405,93;-1,44;0;405,93;-3,071
405,98;-1,44;0;405,98;-3,071
406,03;-1,44;0;406,03;-3,071
406,08;-1,44;0;406,08;-3,071
406,13;-1,44;0;406,13;-3,071
406,18;-1,44;0;406,18;-3,071
406,23;-1,44;0;406,23;-3,071
406,28;-1,44;0;406,28;-3,071
406,33;-1,44;0;406,33;-3,071
406,38;-1,44;0;406,38;-3,071
406,43;-1,44;0;406,43;-3,071
406,48;-1,44;0;406,48;-3,071
406,53;-1,44;0;406,53;-3,071
406,58;-1,44;0;406,58;-3,071
406,63;-1,44;0;406,63;-3,071
406,68;-1,44;0;406,68;-3,071
406,73;-1,44;0;406,73;-3,071
406,78;-1,44;0;406,78;-3,071
406,83;-1,44;0;406,83;-3,071
406,88;-1,44;0,3;406,88;-3,071
406,93;-1,41;0,9;406,93;-3,071
406,98;-1,34;1,5;406,98;-3,071
407,03;-1,25;2,1;407,03;-3,071
407,08;-1,14;2,5;407,08;-3,071
407,13;-1,01;2,8;407,13;-3,071
407,18;-0,86;3;407,18;-3,071
407,23;-0,71;3;407,23;-3,071
407,28;-0,55;3;407,28;-3,071
407,33;-0,4;2,9;407,33;-3,071
407,38;-0,26;2,8;407,38;-3,071
407,43;-0,13;2,5;407,43;-3,071
407,48;-0,01;2,2;407,48;-3,071
407,53;0,1;2;407,53;-3,071
407,58;0,19;1,7;407,58;-3,071
407,63;0,27;1,5;407,63;-3,071
407,68;0,33;1,2;407,68;-3,071
407,73;0,39;0,9;407,73;-3,071
407,78;0,43;0,7;407,78;-3,071
407,83;0,45;0,4;407,83;-3,071
407,88;0,46;0,1;407,88;-3,071
407,93;0,46;-0,1;407,93;-3,071
407,98;0,45;-0,3;407,98;-3,071
408,03;0,43;-0,4;408,03;-3,071
408,08;0,41;-0,6;408,08;-3,071
408,13;0,37;-0,8;408,13;-3,071
408,18;0,33;-0,8;408,18;-3,071
408,23;0,29;-0,9;408,23;-3,071
408,28;0,24;-0,9;408,28;-3,071
408,33;0,2;-0,9;408,33;-3,071
408,38;0,16;-0,9;408,38;-3,071
408,43;0,11;-0,8;408,43;-3,071
408,48;0,07;-0,8;408,48;-3,071
408,53;0,03;-0,7;408,53;-3,071
408,58;0;-0,6;408,58;-3,071
408,63;-0,02;-0,5;408,63;-3,071
408,68;-0,05;-0,4;408,68;-3,071
408,73;-0,07;-0,4;408,73;-3,071
408,78;-0,08;-0,3;408,78;-3,071
408,83;-0,1;-0,2;408,83;-3,071
408,88;-0,11;-0,1;408,88;-3,071
408,93;-0,11;0;408,93;-3,071
408,98;-0,11;0;408,98;-3,071
409,03;-0,11;0;409,03;-3,071
409,08;-0,11;0,1;409,08;-3,071
409,13;-0,1;0,2;409,13;-3,071
409,18;-0,09;0,2;409,18;-3,071
409,23;-0,08;0,2;409,23;-3,071
409,28;-0,07;0,2;409,28;-3,071
409,33;-0,06;0,2;409,33;-3,071
409,38;-0,05;0,2;409,38;-3,071
409,43;-0,04;0,2;409,43;-3,071
409,48;-0,03;0,2;409,48;-3,071
409,53;-0,02;0,3;409,53;-3,071
409,58;0;0,2;409,58;-3,071
409,63;0,01;0,2;409,63;-3,071
409,68;0,02;0,1;409,68;-3,071
409,73;0,02;0,1;409,73;-3,071
409,78;0,03;0,1;409,78;-3,071
409,83;0,03;0,1;409,83;-3,071
409,88;0,03;0;409,88;-3,071
409,93;0,04;0;409,93;-3,071
409,98;0,04;0;409,98;-3,071
410,03;0,04;0,1;410,03;-3,071
410,08;0,04;0;410,08;-3,071
410,13;0,04;0;410,13;-3,071
410,18;0,04;0;410,18;-3,071
410,23;0,04;0;410,23;-3,071
410,28;0,04;0;410,28;-3,071
410,33;0,04;-0,1;410,33;-3,071
410,38;0,03;-0,1;410,38;-3,071
410,43;0,03;-0,1;410,43;-3,071
410,48;0,03;-0,1;410,48;-3,071
410,53;0,02;-0,1;410,53;-3,071
410,58;0,02;0;410,58;-3,071
410,63;0,02;0;410,63;-3,071
410,68;0,02;-0,1;410,68;-3,071
410,73;0,02;-0,1;410,73;-3,071
410,78;0,01;0;410,78;-3,071
410,83;0,01;-0,1;410,83;-3,071
410,88;0,01;-0,1;410,88;-3,071
410,93;0,01;0;410,93;-3,071
410,98;0,01;0;410,98;-3,071
411,03;0,01;0;411,03;-3,071
411,08;0,01;0;411,08;-3,071
411,13;0,01;0;411,13;-3,071
411,18;0,01;0;411,18;-3,071
411,23;0,01;0;411,23;-3,071
411,28;0,01;0;411,28;-3,071
411,33;0,01;0;411,33;-3,071
411,38;0,01;0;411,38;-3,071
411,43;0,01;0;411,43;-3,071
411,48;0,01;0;411,48;-3,071
411,53;0,01;0;411,53;-3,071
411,58;0,01;0;411,58;-3,071
411,63;0,01;0;411,63;-3,071
411,68;0,01;0;411,68;-3,071
411,73;0,01;0;411,73;-3,071
411,78;0,01;0;411,78;-3,071
411,83;0,01;0;411,83;-3,071
411,88;0,01;0;411,88;-3,071
411,93;0,01;0;411,93;-3,071
411,98;0,01;0;411,98;-3,071
412,03;0,01;0;412,03;-3,071
412,08;0,01;0;412,08;-3,071
412,13;0,01;0;412,13;-3,071
412,18;0,01;0;412,18;-3,071
412,23;0,01;0;412,23;-3,071
412,28;0,01;0;412,28;-3,071
412,33;0,01;0;412,33;-3,071
412,38;0,01;0;412,38;-3,071
412,43;0,01;0;412,43;-3,071
412,48;0,01;0;412,48;-3,071
412,53;0,01;0;412,53;-3,071
412,58;0,01;0;412,58;-3,071
412,63;0,01;0;412,63;-3,071
412,68;0,01;0;412,68;-3,071
412,73;0,01;0;412,73;-3,071
412,78;0,01;0;412,78;-3,071
412,83;0,01;0;412,83;-3,071
412,88;0,01;0;412,88;-3,071
412,93;0,01;0;412,93;-3,071
412,98;0,01;0;412,98;-3,071
413,03;0,01;0;413,03;-3,071
413,08;0,01;0;413,08;-3,071
413,13;0,01;0;413,13;-3,071
413,18;0,01;0;413,18;-3,071
413,23;0,01;0;413,23;-3,071
413,28;0,01;0;413,28;-3,071
413,33;0,01;0;413,33;-3,071
413,38;0,01;0;413,38;-3,071
413,43;0,01;0;413,43;-3,071
413,48;0,01;0;413,48;-3,071
413,53;0,01;0;413,53;-3,071
413,58;0,01;0;413,58;-3,071
413,63;0,01;0;413,63;-3,071
413,68;0,01;0;413,68;-3,071
413,73;0,01;0;413,73;-3,071
413,78;0,01;0;413,78;-3,071
413,83;0,01;0;413,83;-3,071
413,88;0,01;0;413,88;-3,071
413,93;0,01;0;413,93;-3,071
413,98;0,01;0;413,98;-3,071
414,03;0,01;0;414,03;-3,071
414,08;0,01;0;414,08;-3,071
414,13;0,01;0;414,13;-3,071
414,18;0,01;0;414,18;-3,071
414,23;0,01;0;414,23;-3,071
414,28;0,01;0;414,28;-3,071
414,33;0,01;0;414,33;-3,071
414,38;0,01;0;414,38;-3,071
414,43;0,01;0;414,43;-3,071
414,48;0,01;0;414,48;-3,071
414,53;0,01;0;414,53;-3,071
414,58;0,01;0;414,58;-3,071
414,63;0,01;0;414,63;-3,071
414,68;0,01;0;414,68;-3,071
414,73;0,01;0;414,73;-3,071
414,78;0,01;0;414,78;-3,071
414,83;0,01;0;414,83;-3,071
414,88;0,01;0;414,88;-3,071
414,93;0,01;0;414,93;-3,071
414,98;0,01;0;414,98;-3,071
415,03;0,01;0;415,03;-3,071
415,08;0,01;0;415,08;-3,071
415,13;0,01;0;415,13;-3,071
415,18;0,01;0;415,18;-3,071
415,23;0,01;0;415,23;-3,071
415,28;0,01;0;415,28;-3,071
415,33;0,01;0;415,33;-3,071
415,38;0,01;0;415,38;-3,071
415,43;0,01;0;415,43;-3,071
415,48;0,01;0;415,48;-3,071
415,53;0,01;0;415,53;-3,071
415,58;0,01;0;415,58;-3,071
415,63;0,01;0;415,63;-3,071
415,68;0,01;0;415,68;-3,071
415,73;0,01;0;415,73;-3,071
415,78;0,01;0;415,78;-3,071
415,83;0,01;0;415,83;-3,071
415,88;0,01;0;415,88;-3,071
415,93;0,01;0;415,93;-3,071
415,98;0,01;0;415,98;-3,071
416,03;0,01;0;416,03;-3,071
416,08;0,01;0;416,08;-3,071
416,13;0,01;0;416,13;-3,071
416,18;0,01;0;416,18;-3,071
416,23;0,01;0;416,23;-3,071
416,28;0,01;0;416,28;-3,071
416,33;0,01;0;416,33;-3,071
416,38;0,01;0;416,38;-3,071
416,43;0,01;0;416,43;-3,071
416,48;0,01;0;416,48;-3,071
416,53;0,01;0;416,53;-3,071
416,58;0,01;0;416,58;-3,071
416,63;0,01;0;416,63;-3,071
416,68;0,01;0,1;416,68;-3,071
416,73;0,01;0;416,73;-3,071
416,78;0,01;-0,1;416,78;-3,071
416,83;0,01;0;416,83;-3,071
